Store Name,Lat,Lng,Address,Place ID,County
ALDI,41.2550913,-80.85823239999998,"2774 Parkman Rd NW, Warren",ChIJvcw0BotgMYgRHK5Cd-K3nIg,Ashtabula County
ALDI,41.8033946,-81.05492679999998,"6521 N Ridge Rd, Madison",ChIJzWdm3F2RMYgRBrY4YeJ2E6Q,Lake County
ALDI,41.8776099,-80.75465059999998,"3124 N Ridge Rd E, Ashtabula",ChIJWzgfjmMfMogR5LCoFzxXGY4,Ashtabula County
ALDI,41.6882588,-81.2883901,"2045 Mentor Ave, Painesville",ChIJocYXJzakMYgRiCsL5YdKCB8,Lake County
ALDI,41.39000479999999,-81.43570229999997,"6217 Som Center Rd, Solon",ChIJZdhxe3YdMYgRlFKEtORxTzk,Cuyahoga County
ALDI,40.90109860000001,-81.1417215,"2150 W State St, Alliance",ChIJn6dOS3W1NogRffzgcWiAcGQ,Stark County
ALDI,41.0987061,-80.7722433,"5863 Mahoning Ave, Austintown",ChIJh7WIieTiM4gR9JgdSCU_wW4,Mahoning County
ALDI,40.90033409999999,-80.8248,"2495 E State St, Salem",ChIJh6_wj7uqNogRSVHFrN3NeMQ,Columbiana County
ALDI,41.145275,-80.6636955,"3497 Belmont Ave, Youngstown",ChIJM0eNenfmM4gR3Vvd5W7xqjo,Trumbull County
ALDI,41.0313196,-80.6352161,"6600 South Ave, Boardman",ChIJo0eLT576M4gRBUgfNurb328,Mahoning County
Whole Foods Market 365,41.1109081,-81.5711638,"1745 W Market St, Akron",ChIJB3vkhhLXMIgR9x9lR-du8Rs,Summit County
Whole Foods Market,41.449988,-81.48507159999998,"50 Wall St, Orange",ChIJCwJfWF4DMYgRar7qW8_69zQ,Cuyahoga County
Whole Foods Market,41.5008761,-81.5368584,"13998 Cedar Rd, University Heights",ChIJn5sk0Jf9MIgRcQE1rMMcP1E,Cuyahoga County
Whole Foods Market,41.4787471,-81.8396406,"19607 Detroit Rd, Rocky River",ChIJAbAH8pnyMIgRd9si0bIe7Eo,Cuyahoga County
Whole Foods Market,41.463355,-81.486312,"27249 Chagrin Blvd, Woodmere",ChIJqXFgScICMYgRidxw8YLBJiM,Cuyahoga County
Berry's Natural Food Market,41.10147960000001,-80.73253299999998,"4405 Mahoning Ave, Youngstown",ChIJVyxFCnrjM4gRs4MqR9KsPpY,Mahoning County
Marc's Stores,41.116686,-81.478218,"470 Howe Ave, Cuyahoga Falls",ChIJ6c_6sXsoMYgRyVebu0bib1Y,Summit County
Marc's Stores,41.150561,-81.510638,"2900 State Rd, Cuyahoga Falls",ChIJXy6_f4wnMYgRZ39wZSp3URs,Summit County
