,Unnamed: 0,Name,Lat,Lng,Address,Distance
203,203,Save A Lot,41.642978,-81.448577,"33693 E, Vine St, Eastlake",19.98
204,204,Save A Lot,41.4611784,-81.0870208,"15561 W High St, Middlefield",11.40
205,205,Save A Lot,41.2834675,-80.8453179,"4329a Mahoning Ave NW, Warren",26.15
206,206,Save A Lot,41.212432299999996,-80.7464718,"912 Great E Plaza, Niles",32.88
207,207,Save A Lot,41.2456887,-80.81727629999999,"1020 N Park Ave, Warren",29.13
208,208,Save A Lot,41.537997999999995,-81.554937,"2227 Noble Rd, Cleveland Heights",26.16
209,209,Save A Lot,41.415223600000004,-81.57091080000001,"15870 Broadway Ave, Maple Heights",30.04
210,210,Save A Lot,41.448367100000006,-81.6446574,"6501 Harvard Ave, Cleveland",32.50
211,211,Save A Lot,41.4344013,-81.5249277,"21900 Emery Rd, North Randall",27.32
212,212,Save A Lot,41.582222200000004,-81.54888890000001,"18501 Neff Rd, Cleveland",25.31
213,213,Save A Lot,41.933693299999995,-80.6041181,"350 W Main Rd, Conneaut",31.81
214,214,Save A Lot,41.071745299999996,-80.645709,"2725 South Ave, Youngstown",43.92
215,215,Save A Lot,41.0235111,-80.6693647,"223 Boardman-Canfield Rd, Youngstown",46.30
216,216,Save A Lot,41.08272120000001,-80.7302768,"1715 S Raccoon Rd, Austintown",41.24
217,217,Save A Lot,41.132619500000004,-80.6630203,"653 Gypsy Ln, Youngstown",39.83
218,218,Save A Lot,41.0905376,-80.593879,"2998 Mc Cartney Rd, Youngstown",44.21
219,219,Save A Lot,41.0444592,-80.60249759999999,"982 5th St, Struthers",46.68
220,220,Save A Lot,41.1576011,-80.5840288,"880 W Liberty St, Hubbard",40.72
221,221,Save A Lot,40.8732936,-80.6878684,"787 Fairfield Ave, Columbiana",55.47
222,222,Save A Lot,41.287634499999996,-81.1003847,"8005 State St, Garrettsville",23.40
223,223,Save A Lot,40.7875827,-80.6246257,"7786 Depot St, Rogers",62.18
224,224,Save A Lot,41.230956799999994,-80.5123266,"110 S Water Ave, Sharon",39.42
225,225,Save A Lot,40.772816299999995,-80.7662723,"201 E Lincoln Way, Lisbon",60.87
226,226,Dave's Markets Ohio City,41.4850255,-81.705783,"2700 Carroll Ave, Cleveland",34.65
227,227,Dave's Supermarket,41.483129999999996,-81.59089279999999,"13130 Shaker Square, Cleveland",29.04
228,228,Dave's Markets Middlebury Market,41.0712776,-81.4932022,"871 E Exchange St, Akron",44.31
229,229,Dave's Mercado,41.459452,-81.737391,"3565 Ridge Rd, Cleveland",36.74
230,230,Dave's Markets Slavic Village,41.4485998,-81.63528120000001,"7422 Harvard Ave, Cleveland",32.04
231,231,Dave's Markets Turneytown,41.4245366,-81.6136405,"4948 Turney Rd, Garfield Heights",31.71
232,232,Dave's Markets Harvard & Lee,41.4480706,-81.5625777,"16820 Harvard Ave, Cleveland",28.62
233,233,Dave's Markets Cedar Hill,41.500953700000004,-81.5931396,"12438 Cedar Rd, Cleveland Heights",28.75
234,234,Dave's Markets Wilson Mills,41.5382155,-81.49640140000001,"5100 Wilson Mills Rd, Richmond Heights",23.22
235,235,Dave's Markets Severance,41.5175,-81.5530556,"3628 Mayfield Road Severance Town Center, Cleveland Heights",26.43
236,236,Dave's Markets Euclid Beach,41.5786111,-81.5694444,"15900 Lakeshore Blvd, Cleveland",26.40
237,237,Dave's Market & eatery,41.506246000000004,-81.647824,"1929 E 61st St, Cleveland",31.36
238,238,5100 Wilson Mills Rd (Dave's Supermarket),41.5389232,-81.4953402,Richmond Heights,23.16
239,239,Dave's Markets Shore Center,41.6095408,-81.52338449999999,"22501 Shore Center Dr, Euclid",23.84
240,240,Sunshine Market,41.43443,-81.630248,"4595 Warner Rd, Cleveland",32.19
241,241,Midtown Market,41.5003126,-81.6634776,"3400 Carnegie Ave, Cleveland",32.25
242,242,Simon's Supermarket,41.5053351,-81.6327652,"7973 Euclid Ave, Cleveland",30.63
243,243,Zagara's Marketplace,41.506607,-81.56569499999999,"1940 Lee Rd, Cleveland Heights",27.28
244,244,West 25th Street Meat Market,41.487200099999995,-81.6603339,"2700 E 40th St, Cleveland",32.35
245,245,Heinen's Grocery Store,41.4652935,-81.56363459999999,"16611 Chagrin Blvd, Shaker Heights",28.18
246,246,Heinen's Grocery Store,41.3703412,-81.80476259999999,"Heinen's of, 15300 Bagley Rd, Middleburg Heights",42.26
247,247,Heinen's of Downtown Cleveland,41.5000366,-81.6861122,"900 Euclid Ave, Cleveland",33.39
248,248,Heinen's Grocery Store,41.481684,-81.834753,"19219 Detroit Rd, Rocky River",41.15
249,249,Heinen's Grocery Store,41.5003694,-81.51987779999999,"2180 S Green Rd, Cleveland",25.17
250,250,Heinen's Grocery Store,41.460235299999994,-82.0175955,"35980 Detroit Rd, Avon",50.70
251,251,Heinen's Grocery Store,41.321169399999995,-81.623725,"8383 Chippewa Rd, Brecksville",35.86
252,252,Heinen's Grocery Store,41.315591999999995,-81.829797,"18300 Royalton Rd, Strongsville",45.12
253,253,Heinen's Grocery Store,41.4631665,-81.4599921,"30849 Pinetree Rd, Pepper Pike",23.41
254,254,Heinen's Grocery Store,41.3394444,-81.4383333,"10049 Darrow Rd, Twinsburg",27.72
255,255,Heinen's Grocery Store,41.4134014,-81.3388027,"8482 E Washington St, Chagrin Falls",20.46
256,256,Heinen's Grocery Store,41.320193599999996,-81.34687590000001,"115 N Chillicothe Rd, Aurora",25.71
257,257,Heinen's Grocery Store,41.537751799999995,-81.4401571,"860 Som Center Road, Mayfield, Village, Mayfield Village",20.44
258,258,Heinen's Grocery Store,41.483649799999995,-81.92210859999999,"434 Dover Center Rd, Bay Village",45.52
259,259,Heinen's Grocery Store,41.431115999999996,-81.38955920000001,"Chagrin Falls 20 Shopping, Center St, Chagrin Falls",21.59
260,260,Heinen's Grocery Store,41.2425194,-81.4419667,"19 Clinton St, Hudson",32.95
261,261,Heinen's Grocery Store,41.5881157,-81.21880340000001,"402 Center St, Chardon",8.48
262,262,Heinen's Grocery Store,41.672846500000006,-81.3233195,"8850 Mentor Ave, Mentor",13.87
263,263,Heinen's Grocery Store,41.606722,-81.44226640000001,"34501 Ridge Rd, Willoughby",19.67
264,264,Heinen's grocery,41.399263399999995,-81.3344408,Bainbridge,21.02
